CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1613902,13000361137,2013361137,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/04/2013 04:55:00 PM,3XX BLOCK OF 10 AV,E,E3,8600.2009,-122.319411923,47.604780984,"(47.604780984, -122.319411923)",,,,
1613827,13000360789,2013360789,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,10/04/2013 03:21:00 PM,2XX BLOCK OF 20 AV E,C,C2,7600.2004,-122.306056063,47.619945092,"(47.619945092, -122.306056063)",,,,
1613566,13000360656,2013360656,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/04/2013 09:58:00 AM,8XX BLOCK OF 23 AV,G,G3,8800.5011,-122.302762003,47.609521063,"(47.609521063, -122.302762003)",,,,
1612632,13000359508,2013359508,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/03/2013 01:06:00 PM,21XX BLOCK OF E SPRUCE ST,G,G1,8700.2008,-122.304391783,47.603509963,"(47.603509963, -122.304391783)",,,,
1612522,13000359316,2013359316,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,10/03/2013 10:22:00 AM,15XX BLOCK OF 12 AV,C,C2,7500.4006,-122.316845012,47.61468385,"(47.61468385, -122.316845012)",,,,
1612466,13000359241,2013359241,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/03/2013 09:09:00 AM,25XX BLOCK OF W MONTLAKE PL E,C,C3,6200.5007,-122.305771635,47.642686337,"(47.642686337, -122.305771635)",,,,
1612441,13000359123,2013359123,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/03/2013 08:11:00 AM,17XX BLOCK OF BELMONT AV,E,E1,7400.4003,-122.324495888,47.617046943,"(47.617046943, -122.324495888)",,,,
1612169,13000358935,2013358935,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/03/2013 02:55:00 AM,14XX BLOCK OF E WARD ST,C,C1,6500.2009,-122.313570002,47.627648768,"(47.627648768, -122.313570002)",,,,
1611933,13000358718,2013358718,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/02/2013 09:09:00 PM,22XX BLOCK OF 38 PL E,C,C3,6300.6003,-122.283869179,47.639042669,"(47.639042669, -122.283869179)",,,,
1611837,13000358557,2013358557,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/02/2013 07:16:00 PM,39XX BLOCK OF E MC GRAW ST,C,C3,6300.6001,-122.282305487,47.640058671,"(47.640058671, -122.282305487)",,,,
1611792,13000358551,2013358551,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/02/2013 06:43:00 PM,22XX BLOCK OF 39 AV E,C,C3,6300.6004,-122.282890846,47.63903536,"(47.63903536, -122.282890846)",,,,
1611707,13000358304,2013358304,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/02/2013 04:45:00 PM,31XX BLOCK OF FUHRMAN AV E,C,C1,6100.1002,-122.319244043,47.649326822,"(47.649326822, -122.319244043)",,,,
1611695,13000358323,2013358323,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/02/2013 04:39:00 PM,9XX BLOCK OF 33 AV S,G,G3,8900.2011,-122.290328507,47.594027105,"(47.594027105, -122.290328507)",,,,
1611606,13000358116,2013358116,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/02/2013 03:06:00 PM,9XX BLOCK OF 20 AV S,G,G2,9400.2013,-122.306221825,47.594138175,"(47.594138175, -122.306221825)",,,,
1611467,13000357906,2013357906,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,10/02/2013 11:24:00 AM,4XX BLOCK OF HARVARD AV E,E,E1,7400.2001,-122.322016609,47.622563352,"(47.622563352, -122.322016609)",,,,
1610558,13000357017,2013357017,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/01/2013 03:33:00 PM,37XX BLOCK OF E PROSPECT ST,C,C3,6300.3012,-122.284798559,47.628563833,"(47.628563833, -122.284798559)",,,,
1610534,13000356993,2013356993,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/01/2013 03:03:00 PM,1XX BLOCK OF 29 AV,G,G3,8800.3011,-122.294930502,47.602602289,"(47.602602289, -122.294930502)",,,,
1610399,13000356842,2013356842,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/01/2013 12:36:00 PM,10XX BLOCK OF BOYLSTON AV E,C,C1,6600.1011,-122.323524085,47.628269835,"(47.628269835, -122.323524085)",,,,
1610318,13000356724,2013356724,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/01/2013 10:24:00 AM,2XX BLOCK OF 32 AV E,C,C3,7800.7005,-122.291190183,47.62073727,"(47.62073727, -122.291190183)",,,,
1609544,13000355459,2013355459,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/30/2013 01:48:00 PM,XX BLOCK OF E ROANOKE ST,C,C1,6100.5006,-122.32733037,47.64319165,"(47.64319165, -122.32733037)",,,,
1609243,13000355447,2013355447,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/30/2013 10:07:00 AM,41XX BLOCK OF E LEE ST,C,C3,6300.2011,-122.279648072,47.630946464,"(47.630946464, -122.279648072)",,,,
1609274,13000355381,2013355381,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/30/2013 08:24:00 AM,9XX BLOCK OF 30 AV S,G,G3,8900.2004,-122.293338217,47.593873178,"(47.593873178, -122.293338217)",,,,
1608291,13000354475,2013354475,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/29/2013 12:38:00 PM,26XX BLOCK OF E HOWELL ST,C,C3,7700.4015,-122.298009764,47.617631721,"(47.617631721, -122.298009764)",,,,
1608381,13000354314,2013354314,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/29/2013 10:49:00 AM,6XX BLOCK OF BELMONT AV E,E,E1,7400.7000,-122.324039344,47.624705385,"(47.624705385, -122.324039344)",,,,
1608411,13000354267,2013354267,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/29/2013 08:46:00 AM,4XX BLOCK OF 10 AV E,E,E1,7500.3005,-122.319915464,47.622554088,"(47.622554088, -122.319915464)",,,,
1608665,13000353814,2013353814,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/28/2013 11:33:00 PM,6XX BLOCK OF BELMONT AV E,E,E1,7400.7000,-122.324039344,47.624705385,"(47.624705385, -122.324039344)",,,,
1608759,13000353660,2013353660,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/28/2013 10:15:00 PM,10XX BLOCK OF BELMONT AV E,C,C1,6600.1008,-122.326860115,47.628075218,"(47.628075218, -122.326860115)",,,,
1608882,13000353447,2013353447,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/28/2013 07:36:00 PM,9XX BLOCK OF 33 AV S,G,G3,8900.2011,-122.290328507,47.594027105,"(47.594027105, -122.290328507)",,,,
1609084,13000353089,2013353089,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/28/2013 07:19:00 PM,4XX BLOCK OF 16 AV E,C,C2,7600.3002,-122.311348762,47.622669215,"(47.622669215, -122.311348762)",,,,
1609050,13000353157,2013353157,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/28/2013 04:12:00 PM,7XX BLOCK OF BELLEVUE AV E,C,C1,6600.1008,-122.326573246,47.626043159,"(47.626043159, -122.326573246)",,,,
1609149,13000352920,2013352920,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/28/2013 11:14:00 AM,32XX BLOCK OF EASTLAKE AV E,C,C1,6100.1004,-122.321710479,47.651015609,"(47.651015609, -122.321710479)",,,,
1609080,13000353098,2013353098,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/28/2013 11:09:00 AM,9XX BLOCK OF 21 AV,G,G1,7900.1006,-122.304989603,47.611474338,"(47.611474338, -122.304989603)",,,,
1609211,13000352759,2013352759,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/28/2013 05:36:00 AM,7XX BLOCK OF 16 AV E,C,C1,6400.2011,-122.311298041,47.626062946,"(47.626062946, -122.311298041)",,,,
1551289,13000352158,2013352158,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/27/2013 11:12:00 PM,7XX BLOCK OF E DENNY WY,E,E1,7400.3004,-122.322862024,47.618730294,"(47.618730294, -122.322862024)",,,,
1551070,13000352095,2013352095,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/27/2013 07:54:00 PM,2XX BLOCK OF 18 AV,G,G1,8700.4006,-122.308959512,47.603921686,"(47.603921686, -122.308959512)",,,,
1550765,13000351658,2013351658,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/27/2013 02:48:00 PM,16XX BLOCK OF INTERLAKEN PL E,C,C1,6200.3011,-122.302704624,47.634208174,"(47.634208174, -122.302704624)",,,,
1550588,13000351404,2013351404,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/27/2013 11:01:00 AM,34XX BLOCK OF E PIKE ST,C,C3,7800.5012,-122.288729965,47.614048104,"(47.614048104, -122.288729965)",,,,
1550545,13000351436,2013351436,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/27/2013 09:47:00 AM,18XX BLOCK OF 26 AV,C,C3,7700.4015,-122.298568484,47.618263168,"(47.618263168, -122.298568484)",,,,
1549905,13000350616,2013350616,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/26/2013 05:10:00 PM,10XX BLOCK OF 14 AV E,C,C1,6500.2008,-122.314575121,47.628036933,"(47.628036933, -122.314575121)",,,,
1549882,13000350423,2013350423,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/26/2013 04:42:00 PM,3XX BLOCK OF 29 AV,G,G3,8800.2012,-122.294920111,47.605182829,"(47.605182829, -122.294920111)",,,,
1549787,13000350514,2013350514,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/26/2013 03:04:00 PM,11XX BLOCK OF 25 AV E,C,C3,6400.1012,-122.300333563,47.62976201,"(47.62976201, -122.300333563)",,,,
1549243,13000349967,2013349967,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/26/2013 01:09:00 AM,12XX BLOCK OF 18 AV E,C,C1,6400.2001,-122.308583387,47.631476348,"(47.631476348, -122.308583387)",,,,
1549733,13000349485,2013349485,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/25/2013 06:11:00 PM,15XX BLOCK OF E MADISON ST,G,G1,7900.4004,-122.312115479,47.614771773,"(47.614771773, -122.312115479)",,,,
1548859,13000349358,2013349358,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/25/2013 05:26:00 PM,3XX BLOCK OF LAKESIDE AV S,G,G3,8900.1999,-122.286508679,47.599372616,"(47.599372616, -122.286508679)",,,,
1548830,13000349503,2013349503,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/25/2013 04:56:00 PM,14XX BLOCK OF E MERCER ST,C,C1,6500.2012,-122.314123664,47.62425624,"(47.62425624, -122.314123664)",,,,
1548703,13000349274,2013349274,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/25/2013 02:21:00 PM,13XX BLOCK OF E BOSTON ST,C,C1,6500.1001,-122.314953886,47.638265002,"(47.638265002, -122.314953886)",,,,
1548633,13000349284,2013349284,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/25/2013 01:18:00 PM,6XX BLOCK OF RANDOLPH PL,G,G3,7800.2002,-122.285689889,47.607439386,"(47.607439386, -122.285689889)",,,,
1548516,13000349059,2013349059,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/25/2013 10:14:00 AM,24XX BLOCK OF 24 AV E,C,C3,6200.5011,-122.302062069,47.641353186,"(47.641353186, -122.302062069)",,,,
1548442,13000348925,2013348925,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/25/2013 07:54:00 AM,11XX BLOCK OF HARVARD AV E,C,C1,6500.4002,-122.322319734,47.629579792,"(47.629579792, -122.322319734)",,,,
1547761,13000348100,2013348100,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/24/2013 02:45:00 PM,1XX BLOCK OF 11 AV E,C,C2,7500.5006,-122.318224648,47.619343095,"(47.619343095, -122.318224648)",,,,
1547759,13000347889,2013347889,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/24/2013 02:32:00 PM,3XX BLOCK OF CORYELL CT E,C,C1,7600.2002,-122.307882052,47.6209431,"(47.6209431, -122.307882052)",,,,
1547722,13000348085,2013348085,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/24/2013 01:54:00 PM,1XX BLOCK OF 11 AV E,C,C2,7500.5006,-122.318224648,47.619343095,"(47.619343095, -122.318224648)",,,,
1547714,13000347970,2013347970,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/24/2013 01:39:00 PM,23XX BLOCK OF 42 AV E,C,C3,6300.1008,-122.278420155,47.639907921,"(47.639907921, -122.278420155)",,,,
1547621,13000347760,2013347760,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/24/2013 10:29:00 AM,16XX BLOCK OF 19 AV,G,G1,7900.2002,-122.307426985,47.616000183,"(47.616000183, -122.307426985)",,,,
1547578,13000347792,2013347792,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/24/2013 10:25:00 AM,18XX BLOCK OF E MC GRAW ST,C,C3,6200.5007,-122.308335183,47.640283629,"(47.640283629, -122.308335183)",,,,
1547288,13000347394,2013347394,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/23/2013 10:54:00 PM,8XX BLOCK OF HILLSIDE DR E,C,C3,6300.3012,-122.285452827,47.625084036,"(47.625084036, -122.285452827)",,,,
1547233,13000347169,2013347169,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/23/2013 09:10:00 PM,24XX BLOCK OF E MARION ST,G,G3,8800.5010,-122.30080249,47.610019291,"(47.610019291, -122.30080249)",,,,
1547098,13000347003,2013347003,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/23/2013 06:45:00 PM,15XX BLOCK OF 29 AV,C,C3,7700.2014,-122.294869839,47.614695592,"(47.614695592, -122.294869839)",,,,
1546945,13000346580,2013346580,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/23/2013 03:37:00 PM,16XX BLOCK OF 30 AV,C,C3,7700.2010,-122.293551675,47.615856799,"(47.615856799, -122.293551675)",,,,
1546856,13000346794,2013346794,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/23/2013 01:36:00 PM,11XX BLOCK OF BROADWAY E,C,C1,6500.4002,-122.321265228,47.629579208,"(47.629579208, -122.321265228)",,,,
1546606,13000346319,2013346319,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/23/2013 05:37:00 AM,12XX BLOCK OF S MAIN ST,E,E3,9000.3009,-122.316550164,47.600011025,"(47.600011025, -122.316550164)",,,,
1546537,13000346317,2013346317,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/23/2013 02:05:00 AM,5XX BLOCK OF 16 AV E,C,C1,7600.4005,-122.311329896,47.623847654,"(47.623847654, -122.311329896)",,,,
1547008,13000346212,2013346212,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/23/2013 01:17:00 AM,16XX BLOCK OF 21 AV,G,G1,7900.2000,-122.304867503,47.61620162,"(47.61620162, -122.304867503)",,,,
1546123,13000345837,2013345837,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/22/2013 03:44:00 PM,28XX BLOCK OF E INTERLAKEN BV,C,C3,6200.2012,-122.298629564,47.633244428,"(47.633244428, -122.298629564)",,,,
1545990,13000345579,2013345579,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,09/22/2013 12:30:00 PM,20XX BLOCK OF 42 AV E,C,C3,6300.1006,-122.278439787,47.638033311,"(47.638033311, -122.278439787)",,,,
1548210,13000345416,2013345416,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/22/2013 07:27:00 AM,28XX BLOCK OF BOYER AV E,C,C1,6100.2003,-122.317072346,47.646266137,"(47.646266137, -122.317072346)",,,,
1545358,13000344568,2013344568,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/21/2013 07:24:00 PM,7XX BLOCK OF BELLEVUE AV E,C,C1,6600.1008,-122.326573246,47.626043159,"(47.626043159, -122.326573246)",,,,
1545355,13000344608,2013344608,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/21/2013 07:22:00 PM,23XX BLOCK OF BOYLSTON AV E,C,C1,6100.4010,-122.32345947,47.64087803,"(47.64087803, -122.32345947)",,,,
1545267,13000344483,2013344483,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,09/21/2013 05:19:00 PM,32XX BLOCK OF EASTLAKE AV E,C,C1,6100.1003,-122.321710479,47.651015609,"(47.651015609, -122.321710479)",,,,
1546763,13000344181,2013344181,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,09/21/2013 03:32:00 PM,1XX BLOCK OF 11 AV E,C,C2,7500.5006,-122.318224648,47.619343095,"(47.619343095, -122.318224648)",,,,
